Číslo;Název;Pořadové číslo;Příjmení, jméno;Tituly;Věk;Navrhující strana;Politická příslušnost;Hlasy abs.;Hlasy v %;Pořadí zvolení/náhradníka;Mandát;Rok
3;Česká str.sociálně demokrat.;41;Zelenka Jan;;73;ČSSD;ČSSD;3307;2.07;32;False;2014
7;Strana svobodných občanů;15;Zelman Štěpán;Ing.;29;Svobodní;BEZPP;796;2.27;0;False;2014
1;Úsvit pro Budějovice;34;Zeman Jaromír;;62;NK;BEZPP;546;2.02;0;False;2014
2;Komunistická str.Čech a Moravy;21;Zeman Jiří;;52;KSČM;KSČM;2413;2.24;15;False;2014
6;DOMA v Budějcích;43;Zevl Svatopluk;;67;NK;BEZPP;570;1.8;0;False;2014
13;OBČANÉ PRO BUDĚJOVICE;45;Zibura Ladislav;Bc.;22;NK;BEZPP;2614;1.76;37;False;2014
17;Občanská demokratická strana;18;Ziegler Karel;Ing.;66;ODS;ODS;1250;2.21;15;False;2014
6;DOMA v Budějcích;40;Zichová Václava;;44;NK;BEZPP;610;1.93;0;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;41;Zimmel Vilém;;44;KDU-ČSL;KDU-ČSL;1102;1.9;38;False;2014
13;OBČANÉ PRO BUDĚJOVICE;31;Zimmelová Petra;Mgr. Ph.D.;42;HOPB;HOPB;3217;2.17;23;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;8;Znoj Petr;;28;Piráti;BEZPP;954;2.3;0;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;44;Zonek Rostislav;;48;Zelení;BEZPP;705;1.7;0;False;2014
11;SPOLEČNĚ PRO ČESKÉ BUDĚJOVICE;30;Žďárková Renata;;46;Piráti;BEZPP;880;2.12;0;False;2014
10;TOP 09;43;Žižka Jiří;;66;TOP 09;TOP 09;1251;1.81;39;False;2014
14;ŽENY 2014;33;Žižková Kateřina;;62;NK;BEZPP;447;1.97;0;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;9;Žvak Jan;Ing.;33;KDU-ČSL;BEZPP;1386;2.4;9;False;2014
9;Křesť.demokr.unie-Čs.str.lid.;29;Žvaková Marie;Ing.;27;KDU-ČSL;KDU-ČSL;1265;2.19;26;False;2014
9;PRO Zdraví a Sport;30;Aggermann Rudolf;;60;PRO Zdraví;BEZPP;616;2.18;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;37;Albrechtová Helga;Mgr.;34;TOP 09;BEZPP;1355;2.04;34;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;41;Antoňová Alena;;44;KDU-ČSL;BEZPP;667;1.84;0;False;2018
7;Komunistická str.Čech a Moravy;15;Arndtová Jitka;;66;KSČM;KSČM;1866;2.21;12;False;2018
12;ANO 2011;21;Arnold Martin;;44;ANO;ANO;5730;2.24;9;False;2018
7;Komunistická str.Čech a Moravy;36;Aubrecht Václav;;68;KSČM;KSČM;1826;2.17;32;False;2018
14;Česká pirátská strana;21;Augustin Martin;Ing. arch. Ph.D.;46;Piráti;BEZPP;3373;2.29;15;False;2018
5;OBČANÉ PRO BUDĚJOVICE;7;Bajt Lukáš;Mgr.;30;HOPB;HOPB;4735;2.38;8;True;2018
2;REALISTÉ;24;Balíková Eliška;;18;REAL;BEZPP;413;2.02;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);9;Baloun Antonín;;52;SPD;SPD;1311;2.28;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);45;Baranová Anna;;68;SPD;BEZPP;1125;1.96;0;False;2018
6;Česká strana národně sociální;29;Bárta Jiří;;44;ČSNS;BEZPP;84;1.94;0;False;2018
10;Sdružení ODS a nez. kandidátů;25;Bartoňová Eva;Ing.;38;ODS;ODS;3751;2.19;17;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;7;Bartuška Ladislav;Ing.;33;KDU-ČSL;BEZPP;876;2.42;0;False;2018
14;Česká pirátská strana;34;Batysta František;PaedDr.;55;Piráti;BEZPP;3279;2.23;28;False;2018
12;ANO 2011;14;Beck Tomáš;Bc.;30;ANO;ANO;5790;2.26;2;False;2018
10;Sdružení ODS a nez. kandidátů;6;Bělohlav Radek;;48;NK;BEZPP;4050;2.36;6;True;2018
10;Sdružení ODS a nez. kandidátů;11;Benát Petr;;38;NK;BEZPP;3889;2.27;3;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;16;Bendová Jaroslava;Mgr.;41;NK;BEZPP;1453;2.19;13;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;23;Beránek Radim;Ing.;48;TOP 09;TOP 09;1442;2.17;20;False;2018
12;ANO 2011;7;Berka Jaroslav;;45;ANO;ANO;5858;2.29;7;True;2018
12;ANO 2011;26;Bernasová Vladimíra;Mgr.;46;ANO;ANO;5725;2.23;14;False;2018
12;ANO 2011;20;Bernatová Marta;;48;ANO;ANO;5765;2.25;8;False;2018
10;Sdružení ODS a nez. kandidátů;41;Beták Daniel;Ing.;53;ODS;ODS;3506;2.04;33;False;2018
5;OBČANÉ PRO BUDĚJOVICE;32;Betáková Lucie;doc. PhDr. M.A., Ph.D.;50;NK;BEZPP;4294;2.16;23;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;15;Bezecný Zdeněk;Mgr. Ph.D.;46;TOP 09;TOP 09;1717;2.59;2;False;2018
5;OBČANÉ PRO BUDĚJOVICE;18;Bican Jakub;Mgr.;38;NK;BEZPP;4449;2.24;10;False;2018
2;REALISTÉ;21;Binderová Ivana;;29;REAL;BEZPP;415;2.03;0;False;2018
7;Komunistická str.Čech a Moravy;37;Bohdal Josef;;66;KSČM;KSČM;1800;2.13;33;False;2018
6;Česká strana národně sociální;27;Borovková Martina;;52;ČSNS;BEZPP;91;2.1;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;1;Bouzek Tomáš;JUDr. Ing.;43;TOP 09;TOP 09;2005;3.02;1;True;2018
5;OBČANÉ PRO BUDĚJOVICE;21;Brabec Milan;;38;HOPB;HOPB;4381;2.21;12;False;2018
7;Komunistická str.Čech a Moravy;11;Braná Lucie;DiS.;32;KSČM;KSČM;1918;2.27;8;False;2018
7;Komunistická str.Čech a Moravy;1;Braný Petr;RSDr.;67;KSČM;KSČM;2085;2.47;2;True;2018
4;Česká str.sociálně demokrat.;11;Brejchová Šárka;;49;ČSSD;ČSSD;1300;2.23;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;17;Brichcínová Kateřina;Mgr. Th.D.;36;KDU-ČSL;BEZPP;895;2.47;0;False;2018
10;Sdružení ODS a nez. kandidátů;20;Brodská Jitka;Ing.;52;ODS;ODS;3802;2.22;12;False;2018
9;PRO Zdraví a Sport;42;Brožek David;;21;PRO Zdraví;BEZPP;505;1.79;0;False;2018
9;PRO Zdraví a Sport;26;Brožek Patrik;Bc.;26;PRO Zdraví;BEZPP;559;1.98;0;False;2018
9;PRO Zdraví a Sport;5;Brožek Pavel;Bc.;48;PRO Zdraví;BEZPP;742;2.63;0;False;2018
10;Sdružení ODS a nez. kandidátů;18;Brutovský Albert;Bc.;42;ODS;ODS;3782;2.21;10;False;2018
9;PRO Zdraví a Sport;28;Budějcký Jan;;53;PRO Zdraví;BEZPP;575;2.04;0;False;2018
9;PRO Zdraví a Sport;19;Budějcký Petr;;48;PRO Zdraví;BEZPP;588;2.08;0;False;2018
4;Česká str.sociálně demokrat.;8;Burda Pavel;MUDr.;51;ČSSD;ČSSD;1506;2.58;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);35;Burdík Ivo;;53;SPD;BEZPP;1234;2.15;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);24;Burdíková Miroslava;;40;SPD;BEZPP;1251;2.18;0;False;2018
14;Česká pirátská strana;24;Burešová Eva;Ing.;54;Piráti;BEZPP;3310;2.25;18;False;2018
6;Česká strana národně sociální;23;Cabalová Miluše;;58;ČSNS;BEZPP;98;2.27;0;False;2018
6;Česká strana národně sociální;18;Cahová Monika;;40;ČSNS;BEZPP;89;2.06;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;16;Calta Kamil;Ing.;53;KDU-ČSL;KDU-ČSL;831;2.3;0;False;2018
13;STAN a Čisté Budějovice;14;Císařová Soňa;;35;ČiB;ČiB;1751;2.24;11;False;2018
2;REALISTÉ;3;Císler Vladan;;53;REAL;BEZPP;505;2.47;0;False;2018
4;Česká str.sociálně demokrat.;15;Cvach Radek;Mgr.;51;ČSSD;ČSSD;1353;2.32;0;False;2018
13;STAN a Čisté Budějovice;43;Cvejnová Věra;;37;ČiB;BEZPP;1452;1.86;40;False;2018
12;ANO 2011;23;Čamra Jan;;30;ANO;ANO;5706;2.23;11;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;43;Čanda Jan;;28;TOP 09;TOP 09;1189;1.79;40;False;2018
10;Sdružení ODS a nez. kandidátů;19;Čech František;;68;ODS;Soukromníci;3812;2.22;11;False;2018
4;Česká str.sociálně demokrat.;35;Čejka Jiří;Ing. Ph.D.;45;ČSSD;ČSSD;1292;2.21;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;6;Čermáková Michaela;Mgr.;59;KDU-ČSL;BEZPP;989;2.73;0;False;2018
2;REALISTÉ;41;Černíková Jindra;;71;REAL;BEZPP;412;2.02;0;False;2018
6;Česká strana národně sociální;9;Červáková Jolana;;43;ČSNS;BEZPP;102;2.36;0;False;2018
6;Česká strana národně sociální;30;Červencová Miroslava;;46;ČSNS;BEZPP;87;2.01;0;False;2018
2;REALISTÉ;29;Čirkovič Nedeljko;;63;REAL;BEZPP;395;1.93;0;False;2018
7;Komunistická str.Čech a Moravy;38;Čtveráček Břetislav;;83;KSČM;KSČM;1800;2.13;34;False;2018
13;STAN a Čisté Budějovice;23;David Zdeněk;;65;STAN;BEZPP;1664;2.13;20;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);29;Diviš Jakub;;25;SPD;BEZPP;1253;2.18;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);22;Divišová Monika;;45;SPD;BEZPP;1261;2.19;0;False;2018
2;REALISTÉ;9;Doležal Petr;;58;REAL;REAL;440;2.15;0;False;2018
2;REALISTÉ;45;Doležalová Anna;;81;REAL;BEZPP;308;1.51;0;False;2018
12;ANO 2011;33;Doskočil Martin;;45;ANO;BEZPP;5656;2.21;21;False;2018
5;OBČANÉ PRO BUDĚJOVICE;23;Doskočil Ondřej;Mgr. et Mgr. Th.D.;40;HOPB;BEZPP;4468;2.25;14;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;43;Drábová Václava;;63;KDU-ČSL;BEZPP;640;1.77;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);17;Drtina Michal;;46;SPD;BEZPP;1312;2.28;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;30;Duchoňová Irena;Mgr.;44;NK;KDU-ČSL;1362;2.05;27;False;2018
13;STAN a Čisté Budějovice;11;Dušek Radim;Ing. Ph.D.;33;STAN;BEZPP;1831;2.34;8;False;2018
9;PRO Zdraví a Sport;27;Dvořák Matěj;;26;PRO Zdraví;BEZPP;539;1.91;0;False;2018
13;STAN a Čisté Budějovice;42;Dvořák Petr;;30;ČiB;ČiB;1485;1.9;39;False;2018
13;STAN a Čisté Budějovice;37;Dvořák Stanislav;;65;STAN;BEZPP;1581;2.02;34;False;2018
5;OBČANÉ PRO BUDĚJOVICE;25;Elich Markéta;Mgr. Ph.D.;39;NK;BEZPP;4381;2.21;16;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);16;Entlerová Stanislava;;41;SPD;SPD;1282;2.23;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;20;Faberová Helena;;82;NK;KDU-ČSL;1381;2.08;17;False;2018
1;Vize Národních socialistů;1;Fabián Ivan;Bc. DiS.;60;ČSNS 2005;ČSNS 2005;57;11.28;0;False;2018
1;Vize Národních socialistů;9;Fabián Vítězslav;;29;ČSNS 2005;BEZPP;42;8.31;0;False;2018
10;Sdružení ODS a nez. kandidátů;35;Faktor Lukáš;Mgr.;40;ODS;ODS;3674;2.14;27;False;2018
5;OBČANÉ PRO BUDĚJOVICE;10;Fál Václav;;61;HOPB;HOPB;4547;2.29;2;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;2;Falta Hynek;MSc., MBA;44;KDU-ČSL;KDU-ČSL;929;2.57;0;False;2018
9;PRO Zdraví a Sport;15;Farkaš Štefan;Ing.;52;PRO Zdraví;BEZPP;586;2.08;0;False;2018
9;PRO Zdraví a Sport;24;Farkašová Markéta;Mgr.;48;PRO Zdraví;BEZPP;566;2.01;0;False;2018
2;REALISTÉ;17;Fedur Miloslav;;55;REAL;BEZPP;426;2.09;0;False;2018
13;STAN a Čisté Budějovice;10;Fedur Tomáš;Ing.;34;ČiB;ČiB;1866;2.39;7;False;2018
9;PRO Zdraví a Sport;21;Feiglová Veronika;Ing.;26;PRO Zdraví;BEZPP;550;1.95;0;False;2018
13;STAN a Čisté Budějovice;5;Fencl Jiří;Ing.;52;STAN;STAN;1928;2.47;2;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);37;Fiala Jan;;22;SPD;BEZPP;1235;2.15;0;False;2018
2;REALISTÉ;39;Fialová Radomíra;;53;REAL;BEZPP;367;1.8;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);30;Fiksová Jitka;;41;SPD;BEZPP;1240;2.16;0;False;2018
4;Česká str.sociálně demokrat.;18;Filip Jiří;Mgr.;43;ČSSD;ČSSD;1339;2.29;0;False;2018
7;Komunistická str.Čech a Moravy;12;Filip Robin;;36;KSČM;KSČM;1906;2.26;9;False;2018
7;Komunistická str.Čech a Moravy;21;Filip Vojtěch;JUDr.;63;KSČM;KSČM;2181;2.59;1;True;2018
11;Spol.pro Bud.-Lidovci a TOP 09;38;Fischerová Zdeňka;Ing.;40;NK;KDU-ČSL;1319;1.99;35;False;2018
6;Česká strana národně sociální;31;Fišerová Anna;;18;ČSNS;BEZPP;95;2.2;0;False;2018
6;Česká strana národně sociální;13;Fišerová Romana;;44;ČSNS;BEZPP;118;2.73;0;False;2018
4;Česká str.sociálně demokrat.;4;Flaška Ondřej;Mgr.;38;ČSSD;ČSSD;1505;2.58;0;False;2018
4;Česká str.sociálně demokrat.;25;Flašková Iva;Mgr.;33;ČSSD;ČSSD;1267;2.17;0;False;2018
2;REALISTÉ;28;Foistová Zuzana;;55;REAL;BEZPP;393;1.92;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;27;Fořtlová Anna;MUDr.;58;KDU-ČSL;BEZPP;748;2.07;0;False;2018
12;ANO 2011;34;Frank Jaromír;;71;ANO;BEZPP;5601;2.19;22;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);19;Friebel Michal;;35;SPD;BEZPP;1269;2.21;0;False;2018
7;Komunistická str.Čech a Moravy;39;Gazdová Helena;;64;KSČM;BEZPP;1787;2.12;35;False;2018
6;Česká strana národně sociální;37;Girga Jaroslav;;47;ČSNS;BEZPP;85;1.96;0;False;2018
6;Česká strana národně sociální;32;Girgová Iveta;;43;ČSNS;BEZPP;88;2.03;0;False;2018
2;REALISTÉ;34;Gondkovský Antonín;;58;REAL;BEZPP;386;1.89;0;False;2018
6;Česká strana národně sociální;17;Gorolová Simona;;37;ČSNS;BEZPP;92;2.13;0;False;2018
10;Sdružení ODS a nez. kandidátů;16;Gregová Alice;;35;ODS;ODS;3807;2.22;8;False;2018
6;Česká strana národně sociální;40;Grunt Vlastimil;;59;ČSNS;BEZPP;78;1.8;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;17;Gyepes Michael;Ing. Bc.;52;HOPB;HOPB;4358;2.19;9;False;2018
13;STAN a Čisté Budějovice;17;Gyüre Gábor;MUDr.;50;STAN;BEZPP;1892;2.42;14;False;2018
10;Sdružení ODS a nez. kandidátů;17;Haišman Pavel;Bc.;36;ODS;ODS;3837;2.24;9;False;2018
12;ANO 2011;22;Haišman Pavel;;76;ANO;ANO;5699;2.22;10;False;2018
10;Sdružení ODS a nez. kandidátů;28;Haišmanová Zuzana;Mgr.;38;ODS;ODS;3763;2.19;20;False;2018
7;Komunistická str.Čech a Moravy;7;Hájek Karel;Mgr.;62;KSČM;KSČM;1890;2.24;4;False;2018
7;Komunistická str.Čech a Moravy;29;Hájková Anna;;60;KSČM;BEZPP;1827;2.17;25;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);1;Hajtingr Miroslav;;50;SPD;SPD;1420;2.47;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);41;Hajtingr Robin;;22;SPD;BEZPP;1211;2.11;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);20;Hajtingrová Štěpánka;;48;SPD;BEZPP;1289;2.24;0;False;2018
10;Sdružení ODS a nez. kandidátů;36;Halámková Daniela;;54;ODS;Soukromníci;3686;2.15;28;False;2018
6;Česká strana národně sociální;15;Hanesová Bohumila;;43;ČSNS;BEZPP;101;2.34;0;False;2018
14;Česká pirátská strana;8;Hansal Jaroslav;;46;Piráti;Piráti;3406;2.31;2;False;2018
6;Česká strana národně sociální;4;Hanzlíková Jarmila;;61;ČSNS;BEZPP;101;2.34;0;False;2018
6;Česká strana národně sociální;12;Hartlová Eliška;Mgr.;66;ČSNS;BEZPP;100;2.31;0;False;2018
2;REALISTÉ;27;Hauser Vladimír;Ing.;53;REAL;BEZPP;415;2.03;0;False;2018
9;PRO Zdraví a Sport;18;Havel Lukáš;;22;PRO Zdraví;BEZPP;586;2.08;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;14;Havlíček Jaroslav;;53;NK;BEZPP;4413;2.22;6;False;2018
6;Česká strana národně sociální;2;Hegedüsová Alena;;64;ČSNS;BEZPP;131;3.03;0;False;2018
13;STAN a Čisté Budějovice;45;Hellebrant David;;42;ČiB;BEZPP;1338;1.71;42;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;26;Heller Jiří;Mgr. Bc.;37;NK;KDU-ČSL;1550;2.33;23;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;4;Heller Šimon;Mgr.;30;NK;KDU-ČSL;1742;2.62;1;False;2018
13;STAN a Čisté Budějovice;26;Heřmanová Martina;Bc.;25;ČiB;ČiB;1659;2.12;23;False;2018
2;REALISTÉ;2;Heyda Jiří;Ing.;60;REAL;BEZPP;618;3.03;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;36;Hintnaus Viktor;Ing.;36;HOPB;HOPB;4169;2.1;27;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;13;Hlatká Martina;Ing.;39;KDU-ČSL;BEZPP;802;2.22;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);21;Hlaváč Jaroslav;;42;SPD;BEZPP;1270;2.21;0;False;2018
13;STAN a Čisté Budějovice;39;Hlaváčová Michaela;;26;STAN;BEZPP;1566;2.0;36;False;2018
12;ANO 2011;31;Hlinšťáková Miluše;Bc.;52;ANO;ANO;5652;2.21;19;False;2018
13;STAN a Čisté Budějovice;24;Hoffmann Jan;Ing.;29;ČiB;BEZPP;1703;2.18;21;False;2018
2;REALISTÉ;20;Hofmeister Helena;MUDr.;65;REAL;BEZPP;434;2.13;0;False;2018
12;ANO 2011;19;Hoch Vlastimil;;68;ANO;BEZPP;5846;2.28;7;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);18;Holátová Darja;Ing.;67;SPD;BEZPP;1283;2.23;0;False;2018
2;REALISTÉ;7;Holcepl Radek;Mgr.;34;REAL;REAL;517;2.53;0;False;2018
12;ANO 2011;3;Holický Petr;Ing.;58;ANO;ANO;6035;2.36;3;True;2018
12;ANO 2011;29;Holubják Štefan;Ing.;59;ANO;ANO;5668;2.21;17;False;2018
9;PRO Zdraví a Sport;32;Homolka Michal;;35;PRO Zdraví;BEZPP;561;1.99;0;False;2018
9;PRO Zdraví a Sport;12;Homolková Lenka;Bc.;33;PRO Zdraví;BEZPP;652;2.31;0;False;2018
10;Sdružení ODS a nez. kandidátů;13;Horák Přemysl;;41;NK;BEZPP;3867;2.26;5;False;2018
5;OBČANÉ PRO BUDĚJOVICE;37;Horažďovská Irena;;71;HOPB;HOPB;4085;2.06;28;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;29;Hornová Marie;Mgr.;42;KDU-ČSL;BEZPP;754;2.08;0;False;2018
1;Vize Národních socialistů;10;Horvath Ctibor;;38;ČSNS 2005;BEZPP;50;9.9;0;False;2018
13;STAN a Čisté Budějovice;16;Hořický Jakub;Ing.;33;ČiB;ČiB;1754;2.25;13;False;2018
14;Česká pirátská strana;4;Hošek Jan;Bc.;35;Piráti;Piráti;3530;2.4;5;True;2018
10;Sdružení ODS a nez. kandidátů;29;Houdková Jitka;;72;ODS;ODS;3710;2.16;21;False;2018
10;Sdružení ODS a nez. kandidátů;40;Houška Pavel;Ing.;55;ODS;ODS;3551;2.07;32;False;2018
4;Česká str.sociálně demokrat.;14;Hozman Ondřej;;38;ČSSD;ČSSD;1271;2.18;0;False;2018
9;PRO Zdraví a Sport;35;Hrabal Lukáš;;35;PRO Zdraví;BEZPP;537;1.9;0;False;2018
12;ANO 2011;18;Hrach Pavel;;46;ANO;ANO;5789;2.26;6;False;2018
2;REALISTÉ;12;Hrdá Jaroslava;MUDr.;62;REAL;BEZPP;519;2.54;0;False;2018
2;REALISTÉ;35;Hrdlička Lukáš;;32;REAL;BEZPP;402;1.97;0;False;2018
2;REALISTÉ;15;Hrdlička Václav;;34;REAL;BEZPP;421;2.06;0;False;2018
2;REALISTÉ;26;Hrdličková Olga;;52;REAL;BEZPP;399;1.95;0;False;2018
7;Komunistická str.Čech a Moravy;9;Hrdý Jan;;73;KSČM;KSČM;1946;2.31;6;False;2018
13;STAN a Čisté Budějovice;44;Hromada Jan;;29;ČiB;ČiB;1388;1.78;41;False;2018
4;Česká str.sociálně demokrat.;45;Hrubý František;;21;ČSSD;BEZPP;1060;1.81;0;False;2018
12;ANO 2011;15;Hrušková Vladimíra;;57;ANO;ANO;5811;2.27;3;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;29;Hřídel František;Mgr.;40;TOP 09;TOP 09;1444;2.17;26;False;2018
14;Česká pirátská strana;10;Hůlková Kateřina;Mgr.;37;Piráti;BEZPP;3385;2.3;4;False;2018
12;ANO 2011;36;Cháb Bohuslav;Mgr.;78;ANO;BEZPP;5656;2.21;24;False;2018
5;OBČANÉ PRO BUDĚJOVICE;3;Chovanec Tomáš;Mgr.;39;HOPB;HOPB;4664;2.35;5;True;2018
4;Česká str.sociálně demokrat.;10;Ilko Vítězslav;Ing. Bc.;42;ČSSD;ČSSD;1407;2.41;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;19;Jakovljevič Mirko;MUDr.;58;TOP 09;TOP 09;1573;2.37;16;False;2018
9;PRO Zdraví a Sport;3;Jakubcová Sýkorová Blanka;MUDr.;63;PRO Zdraví;PRO Zdraví;972;3.45;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);25;Jan Tomáš;;40;SPD;BEZPP;1257;2.19;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;36;Janáček Martin;;20;NK;KDU-ČSL;1344;2.02;33;False;2018
4;Česká str.sociálně demokrat.;37;Janák Bohumil;Ing.;45;ČSSD;ČSSD;1225;2.1;0;False;2018
9;PRO Zdraví a Sport;39;Jandová Lada;;38;PRO Zdraví;BEZPP;513;1.82;0;False;2018
2;REALISTÉ;22;Jandrič Srdjan;;44;REAL;BEZPP;419;2.05;0;False;2018
7;Komunistická str.Čech a Moravy;22;Jánošík Miroslav;;67;KSČM;KSČM;1840;2.18;18;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;5;Janoušek Petr;;65;KDU-ČSL;KDU-ČSL;815;2.25;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;23;Janoušková Ida;Ing. MBA;40;KDU-ČSL;KDU-ČSL;745;2.06;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;36;Janoušková Jiřina;;67;KDU-ČSL;BEZPP;708;1.96;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);12;Janová Jana;Mgr.;38;SPD;BEZPP;1318;2.29;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;25;Jelínková Hana;;79;KDU-ČSL;KDU-ČSL;741;2.05;0;False;2018
2;REALISTÉ;11;Jirovský Jiří;;31;REAL;BEZPP;509;2.49;0;False;2018
13;STAN a Čisté Budějovice;27;Jirsa Ivan;Ing.;58;STAN;BEZPP;1723;2.21;24;False;2018
4;Česká str.sociálně demokrat.;1;Joch Miroslav;Ing.;41;ČSSD;ČSSD;1777;3.04;0;False;2018
4;Česká str.sociálně demokrat.;28;Jurčová Petra;;38;ČSSD;ČSSD;1249;2.14;0;False;2018
5;OBČANÉ PRO BUDĚJOVICE;43;Kabelová Hana;;51;NK;BEZPP;3799;1.91;34;False;2018
5;OBČANÉ PRO BUDĚJOVICE;41;Kačenová Jindřiška;Mgr.;75;HOPB;HOPB;3966;2.0;32;False;2018
5;OBČANÉ PRO BUDĚJOVICE;42;Kadlec Tomáš;;22;NK;BEZPP;3905;1.97;33;False;2018
2;REALISTÉ;36;Kadleček Jaroslav;;62;REAL;BEZPP;386;1.89;0;False;2018
4;Česká str.sociálně demokrat.;12;Kadlus Pavel;Mgr.;34;ČSSD;ČSSD;1282;2.2;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;28;Kala Petr;Mgr.;28;KDU-ČSL;KDU-ČSL;757;2.09;0;False;2018
8;Svob.a př.dem.-T.Okamura (SPD);31;Kalijanko Milan;;43;SPD;BEZPP;1237;2.15;0;False;2018
3;Křesť.demokr.unie-Čs.str.lid.;11;Kalová Hana;Mgr.;56;KDU-ČSL;KDU-ČSL;805;2.22;0;False;2018
12;ANO 2011;44;Kamišová Zdeňka;Ing.;68;ANO;BEZPP;5014;1.96;32;False;2018
5;OBČANÉ PRO BUDĚJOVICE;30;Kaňa Jiří;RNDr. Ph.D.;41;HOPB;HOPB;4345;2.19;21;False;2018
4;Česká str.sociálně demokrat.;26;Kándl Radim;;39;ČSSD;ČSSD;1257;2.15;0;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;21;Kaska Václav;Ing.;41;TOP 09;TOP 09;1443;2.17;18;False;2018
6;Česká strana národně sociální;28;Kašníková Alena;;48;ČSNS;BEZPP;78;1.8;0;False;2018
12;ANO 2011;12;Kilbergerová Jana;Mgr.;42;ANO;ANO;5869;2.29;12;True;2018
9;PRO Zdraví a Sport;9;Kladrubský Jiří;;32;PRO Zdraví;BEZPP;724;2.57;0;False;2018
13;STAN a Čisté Budějovice;4;Klein Jan;Ing. arch.;34;ČiB;ČiB;2180;2.79;3;True;2018
5;OBČANÉ PRO BUDĚJOVICE;12;Klika Petr;Ing.;31;NK;BEZPP;4595;2.31;4;False;2018
1;Vize Národních socialistů;3;Klíma Oldřich;;63;ČSNS 2005;BEZPP;36;7.12;0;False;2018
14;Česká pirátská strana;31;Klimešová Romana;;45;Piráti;Piráti;3156;2.14;25;False;2018
11;Spol.pro Bud.-Lidovci a TOP 09;39;Klímová Lada;Mgr.;46;TOP 09;TOP 09;1322;1.99;36;False;2018
2;REALISTÉ;23;Klímová Michaela;;36;REAL;BEZPP;407;1.99;0;False;2018
14;Česká pirátská strana;19;Klímová Petra;;44;Piráti;BEZPP;3239;2.2;13;False;2018
7;Komunistická str.Čech a Moravy;8;Klokočková Lea;;56;KSČM;KSČM;1902;2.26;5;False;2018
1;Vize Národních socialistů;4;Kloud Vojtěch;;69;ČSNS 2005;BEZPP;30;5.94;0;False;2018
12;ANO 2011;43;Kloud Vojtěch;;39;ANO;BEZPP;5158;2.01;31;False;2018
